,NUMERO EXPEDIENTE,DESCRIPCION CAUSA
21968,2013S002381,No hi ha causa mediata
21969,2013S002505,No hi ha causa mediata
21970,2013S003119,No hi ha causa mediata
21971,2013S003543,No hi ha causa mediata
21972,2013S001642,Alcoholèmia
21973,2013S007731,No hi ha causa mediata
21974,2013S004997,No hi ha causa mediata
21975,2013S001253,No hi ha causa mediata
21976,2013S004767,No hi ha causa mediata
21977,2013S006122,No hi ha causa mediata
21978,2013S008262,No hi ha causa mediata
21979,2013S003879,No hi ha causa mediata
21980,2013S000898,No hi ha causa mediata
21981,2013S005100,No hi ha causa mediata
21982,2013S001219,Alcoholèmia
21983,2013S008210,No hi ha causa mediata
21984,2013S006425,No hi ha causa mediata
21985,2013S004788,No hi ha causa mediata
21986,2013S003104,No hi ha causa mediata
21987,2013S006123,No hi ha causa mediata
21988,2013S004201,No hi ha causa mediata
21989,2013S005621,No hi ha causa mediata
21990,2013S005094,No hi ha causa mediata
21991,2013S008079,No hi ha causa mediata
21992,2013S002571,No hi ha causa mediata
21993,2013S000497,No hi ha causa mediata
21994,2013S007660,No hi ha causa mediata
21995,2013S006137,No hi ha causa mediata
21996,2013S008093,No hi ha causa mediata
21997,2013S007241,No hi ha causa mediata
21998,2013S004381,No hi ha causa mediata
21999,2013S000124,No hi ha causa mediata
22000,2013S002506,No hi ha causa mediata
22001,2013S005776,No hi ha causa mediata
22002,2013S004139,No hi ha causa mediata
22003,2013S006768,No hi ha causa mediata
22004,2013S004541,No hi ha causa mediata
22005,2013S006774,No hi ha causa mediata
22006,2013S003988,No hi ha causa mediata
22007,2013S007196,No hi ha causa mediata
22008,2013S006807,No hi ha causa mediata
22009,2013S001703,No hi ha causa mediata
22010,2013S006514,Calçada en mal estat
22011,2013S009073,No hi ha causa mediata
22012,2013S000823,No hi ha causa mediata
22013,2013S002729,No hi ha causa mediata
22014,2013S001364,No hi ha causa mediata
22015,2013S007071,No hi ha causa mediata
22016,2013S001001,No hi ha causa mediata
22017,2013S000496,No hi ha causa mediata
22018,2013S008145,No hi ha causa mediata
22019,2013S005725,Calçada en mal estat
22020,2013S004882,No hi ha causa mediata
22021,2013S006681,No hi ha causa mediata
22022,2013S004202,No hi ha causa mediata
22023,2013S003874,No hi ha causa mediata
22024,2013S003861,No hi ha causa mediata
22025,2013S008768,No hi ha causa mediata
22026,2013S001315,No hi ha causa mediata
22027,2013S008788,No hi ha causa mediata
22028,2013S005329,No hi ha causa mediata
22029,2013S005936,No hi ha causa mediata
22030,2013S002047,No hi ha causa mediata
22031,2013S000513,No hi ha causa mediata
22032,2013S001986,No hi ha causa mediata
22033,2013S000501,No hi ha causa mediata
22034,2013S004810,Excés de velocitat o inadequada
22035,2013S003393,No hi ha causa mediata
22036,2013S001399,Alcoholèmia
22037,2013S007253,No hi ha causa mediata
22038,2013S007099,No hi ha causa mediata
22039,2013S007628,No hi ha causa mediata
22040,2013S008216,Alcoholèmia
22041,2013S006210,No hi ha causa mediata
22042,2013S001920,Calçada en mal estat
22043,2013S007574,No hi ha causa mediata
22044,2013S007463,No hi ha causa mediata
22045,2013S009233,No hi ha causa mediata
22046,2013S002470,Alcoholèmia
22047,2013S003243,No hi ha causa mediata
22048,2013S003665,No hi ha causa mediata
22049,2013S003599,No hi ha causa mediata
22050,2013S001795,No hi ha causa mediata
22051,2013S006666,No hi ha causa mediata
22052,2013S001197,No hi ha causa mediata
22053,2013S002717,No hi ha causa mediata
22054,2013S004603,No hi ha causa mediata
22055,2013S001277,No hi ha causa mediata
22056,2013S002990,No hi ha causa mediata
22057,2013S008287,No hi ha causa mediata
22058,2013S005958,No hi ha causa mediata
22059,2013S007223,No hi ha causa mediata
22060,2013S002388,No hi ha causa mediata
22061,2013S002883,No hi ha causa mediata
22062,2013S001582,No hi ha causa mediata
22063,2013S007039,No hi ha causa mediata
22064,2013S004518,No hi ha causa mediata
22065,2013S000878,No hi ha causa mediata
22066,2013S004414,No hi ha causa mediata
22067,2013S002337,No hi ha causa mediata
22068,2013S002257,No hi ha causa mediata
22069,2013S000902,No hi ha causa mediata
22070,2013S004839,No hi ha causa mediata
22071,2013S005982,No hi ha causa mediata
22072,2013S009326,No hi ha causa mediata
22073,2013S004203,No hi ha causa mediata
22074,2013S003904,No hi ha causa mediata
22075,2013S004276,No hi ha causa mediata
22076,2013S004205,No hi ha causa mediata
22077,2013S003895,No hi ha causa mediata
22078,2013S002123,No hi ha causa mediata
22079,2013S002015,No hi ha causa mediata
22080,2013S008063,No hi ha causa mediata
22081,2013S005990,No hi ha causa mediata
22082,2013S000044,No hi ha causa mediata
22083,2013S005174,No hi ha causa mediata
22084,2013S004895,No hi ha causa mediata
22085,2013S007334,No hi ha causa mediata
22086,2013S003354,No hi ha causa mediata
22087,2013S001819,No hi ha causa mediata
22088,2013S000672,No hi ha causa mediata
22089,2013S000299,No hi ha causa mediata
22090,2013S006318,No hi ha causa mediata
22091,2013S002603,No hi ha causa mediata
22092,2013S008038,No hi ha causa mediata
22093,2013S008516,No hi ha causa mediata
22094,2013S008252,No hi ha causa mediata
22095,2013S006702,No hi ha causa mediata
22096,2013S007242,No hi ha causa mediata
22097,2013S005551,No hi ha causa mediata
22098,2013S002776,No hi ha causa mediata
22099,2013S002999,No hi ha causa mediata
22100,2013S000718,No hi ha causa mediata
22101,2013S005097,No hi ha causa mediata
22102,2013S003239,No hi ha causa mediata
22103,2013S005145,No hi ha causa mediata
22104,2013S001069,No hi ha causa mediata
22105,2013S004570,No hi ha causa mediata
22106,2013S006032,No hi ha causa mediata
22107,2013S002043,No hi ha causa mediata
22108,2013S001382,No hi ha causa mediata
22109,2013S000018,No hi ha causa mediata
22110,2013S007317,No hi ha causa mediata
22111,2013S002732,No hi ha causa mediata
22112,2013S005495,No hi ha causa mediata
22113,2013S009469,No hi ha causa mediata
22114,2013S008526,No hi ha causa mediata
22115,2013S006076,No hi ha causa mediata
22116,2013S002625,No hi ha causa mediata
22117,2013S000167,No hi ha causa mediata
22118,2013S005953,No hi ha causa mediata
22119,2013S005171,No hi ha causa mediata
22120,2013S006176,No hi ha causa mediata
22121,2013S000049,No hi ha causa mediata
22122,2013S004040,No hi ha causa mediata
22123,2013S001752,No hi ha causa mediata
22124,2013S006609,No hi ha causa mediata
22125,2013S000909,No hi ha causa mediata
22126,2013S000302,No hi ha causa mediata
22127,2013S001918,No hi ha causa mediata
22128,2013S003447,No hi ha causa mediata
22129,2013S006385,No hi ha causa mediata
22130,2013S008590,No hi ha causa mediata
22131,2013S002942,No hi ha causa mediata
22132,2013S000451,No hi ha causa mediata
22133,2013S004704,No hi ha causa mediata
22134,2013S006852,No hi ha causa mediata
22135,2013S002653,No hi ha causa mediata
22136,2013S004961,No hi ha causa mediata
22137,2013S004249,No hi ha causa mediata
22138,2013S005746,No hi ha causa mediata
22139,2013S002156,No hi ha causa mediata
22140,2013S003806,No hi ha causa mediata
22141,2013S008052,No hi ha causa mediata
22142,2013S003357,No hi ha causa mediata
22143,2013S003070,No hi ha causa mediata
22144,2013S005780,No hi ha causa mediata
22145,2013S005067,No hi ha causa mediata
22146,2013S003081,No hi ha causa mediata
22147,2013S002707,No hi ha causa mediata
22148,2013S007247,No hi ha causa mediata
22149,2013S008040,No hi ha causa mediata
22150,2013S002832,No hi ha causa mediata
22151,2013S008382,No hi ha causa mediata
22152,2013S001649,No hi ha causa mediata
22153,2013S003500,No hi ha causa mediata
22154,2013S001043,No hi ha causa mediata
22155,2013S009155,No hi ha causa mediata
22156,2013S003946,No hi ha causa mediata
22157,2013S008655,Alcoholèmia
22158,2013S008402,No hi ha causa mediata
22159,2013S000542,No hi ha causa mediata
22160,2013S004406,No hi ha causa mediata
22161,2013S001757,No hi ha causa mediata
22162,2013S000272,No hi ha causa mediata
22163,2013S000363,No hi ha causa mediata
22164,2013S004483,No hi ha causa mediata
22165,2013S006820,No hi ha causa mediata
22166,2013S005930,No hi ha causa mediata
22167,2013S005744,No hi ha causa mediata
22168,2013S008025,Alcoholèmia
22169,2013S008519,No hi ha causa mediata
22170,2013S001605,No hi ha causa mediata
22171,2013S004942,No hi ha causa mediata
22172,2013S007077,Alcoholèmia
22173,2013S000970,No hi ha causa mediata
22174,2013S004878,No hi ha causa mediata
22175,2013S005269,No hi ha causa mediata
22176,2013S005138,No hi ha causa mediata
22177,2013S007209,No hi ha causa mediata
22178,2013S002938,No hi ha causa mediata
22179,2013S006898,No hi ha causa mediata
22180,2013S000825,Alcoholèmia
22181,2013S000365,No hi ha causa mediata
22182,2013S001227,No hi ha causa mediata
22183,2013S002708,No hi ha causa mediata
22184,2013S002511,No hi ha causa mediata
22185,2013S001452,No hi ha causa mediata
22186,2013S008581,No hi ha causa mediata
22187,2013S008253,No hi ha causa mediata
22188,2013S008711,No hi ha causa mediata
22189,2013S004656,No hi ha causa mediata
22190,2013S002523,No hi ha causa mediata
22191,2013S006626,No hi ha causa mediata
22192,2013S008159,No hi ha causa mediata
22193,2013S007959,No hi ha causa mediata
22194,2013S003713,No hi ha causa mediata
22195,2013S003499,No hi ha causa mediata
22196,2013S006281,No hi ha causa mediata
22197,2013S002011,Excés de velocitat o inadequada
22198,2013S003616,No hi ha causa mediata
22199,2013S009289,No hi ha causa mediata
22200,2013S008224,No hi ha causa mediata
22201,2013S002196,No hi ha causa mediata
22202,2013S003109,No hi ha causa mediata
22203,2013S008112,No hi ha causa mediata
22204,2013S002680,No hi ha causa mediata
22205,2013S005423,No hi ha causa mediata
22206,2013S000144,No hi ha causa mediata
22207,2013S004574,Excés de velocitat o inadequada
22208,2013S006797,No hi ha causa mediata
22209,2013S006552,No hi ha causa mediata
22210,2013S002712,No hi ha causa mediata
22211,2013S001097,No hi ha causa mediata
22212,2013S007274,No hi ha causa mediata
22213,2013S001939,No hi ha causa mediata
22214,2013S000189,No hi ha causa mediata
22215,2013S004404,No hi ha causa mediata
22216,2013S007780,No hi ha causa mediata
22217,2013S003457,No hi ha causa mediata
22218,2013S003624,No hi ha causa mediata
22219,2013S000358,No hi ha causa mediata
22220,2013S002009,No hi ha causa mediata
22221,2013S008524,No hi ha causa mediata
22222,2013S007138,No hi ha causa mediata
22223,2013S000368,No hi ha causa mediata
22224,2013S003605,No hi ha causa mediata
22225,2013S003744,No hi ha causa mediata
22226,2013S002130,No hi ha causa mediata
22227,2013S003688,No hi ha causa mediata
22228,2013S008798,No hi ha causa mediata
22229,2013S005683,No hi ha causa mediata
22230,2013S003855,No hi ha causa mediata
22231,2013S008783,No hi ha causa mediata
22232,2013S002058,No hi ha causa mediata
22233,2013S000278,No hi ha causa mediata
22234,2013S007044,No hi ha causa mediata
22235,2013S009013,No hi ha causa mediata
22236,2013S009290,No hi ha causa mediata
22237,2013S003349,No hi ha causa mediata
22238,2013S003398,No hi ha causa mediata
22239,2013S004453,No hi ha causa mediata
22240,2013S000674,No hi ha causa mediata
22241,2013S004084,No hi ha causa mediata
22242,2013S000036,No hi ha causa mediata
22243,2013S003891,No hi ha causa mediata
22244,2013S000556,No hi ha causa mediata
22245,2013S003939,No hi ha causa mediata
22246,2013S004553,No hi ha causa mediata
22247,2013S002386,No hi ha causa mediata
22248,2013S004986,No hi ha causa mediata
22249,2013S008940,No hi ha causa mediata
22250,2013S006420,Calçada en mal estat
22251,2013S008151,No hi ha causa mediata
22252,2013S008016,No hi ha causa mediata
22253,2013S004916,No hi ha causa mediata
22254,2013S007234,No hi ha causa mediata
22255,2013S008509,No hi ha causa mediata
22256,2013S006546,No hi ha causa mediata
22257,2013S008931,No hi ha causa mediata
22258,2013S002428,No hi ha causa mediata
22259,2013S001873,No hi ha causa mediata
22260,2013S002641,No hi ha causa mediata
22261,2013S003636,No hi ha causa mediata
22262,2013S003498,No hi ha causa mediata
22263,2013S007659,No hi ha causa mediata
22264,2013S001203,No hi ha causa mediata
22265,2013S004059,No hi ha causa mediata
22266,2013S007692,No hi ha causa mediata
22267,2013S008753,No hi ha causa mediata
22268,2013S004190,No hi ha causa mediata
22269,2013S000235,Alcoholèmia
22270,2013S003635,No hi ha causa mediata
22271,2013S001926,No hi ha causa mediata
22272,2013S003451,No hi ha causa mediata
22273,2013S002868,Alcoholèmia
22274,2013S009317,No hi ha causa mediata
22275,2013S006848,No hi ha causa mediata
22276,2013S000659,No hi ha causa mediata
22277,2013S002802,No hi ha causa mediata
22278,2013S006358,Alcoholèmia
22279,2013S007595,No hi ha causa mediata
22280,2013S008764,No hi ha causa mediata
22281,2013S003819,No hi ha causa mediata
22282,2013S004743,No hi ha causa mediata
22283,2013S006532,No hi ha causa mediata
22284,2013S009420,Alcoholèmia
22285,2013S007800,No hi ha causa mediata
22286,2013S004493,No hi ha causa mediata
22287,2013S003638,No hi ha causa mediata
22288,2013S001384,No hi ha causa mediata
22289,2013S008467,No hi ha causa mediata
22290,2013S005219,No hi ha causa mediata
22291,2013S006744,No hi ha causa mediata
22292,2013S002367,No hi ha causa mediata
22293,2013S003151,No hi ha causa mediata
22294,2013S005124,Alcoholèmia
22295,2013S008221,No hi ha causa mediata
22296,2013S006454,No hi ha causa mediata
22297,2013S006966,No hi ha causa mediata
22298,2013S004362,No hi ha causa mediata
22299,2013S002899,No hi ha causa mediata
22300,2013S003887,No hi ha causa mediata
22301,2013S007440,Alcoholèmia
22302,2013S001564,No hi ha causa mediata
22303,2013S008643,No hi ha causa mediata
22304,2013S003597,No hi ha causa mediata
22305,2013S002730,No hi ha causa mediata
22306,2013S001191,No hi ha causa mediata
22307,2013S003163,No hi ha causa mediata
22308,2013S004992,No hi ha causa mediata
22309,2013S002285,No hi ha causa mediata
22310,2013S007708,No hi ha causa mediata
22311,2013S001284,No hi ha causa mediata
22312,2013S000217,No hi ha causa mediata
22313,2013S006649,No hi ha causa mediata
22314,2013S002040,No hi ha causa mediata
22315,2013S009052,Excés de velocitat o inadequada
22316,2013S007285,No hi ha causa mediata
22317,2013S001476,No hi ha causa mediata
22318,2013S000852,No hi ha causa mediata
22319,2013S001153,No hi ha causa mediata
22320,2013S005959,No hi ha causa mediata
22321,2013S002389,No hi ha causa mediata
22322,2013S003201,No hi ha causa mediata
22323,2013S003873,No hi ha causa mediata
22324,2013S007611,No hi ha causa mediata
22325,2013S002609,No hi ha causa mediata
22326,2013S005997,No hi ha causa mediata
22327,2013S001075,No hi ha causa mediata
22328,2013S008557,No hi ha causa mediata
22329,2013S003976,No hi ha causa mediata
22330,2013S005234,No hi ha causa mediata
22331,2013S008902,No hi ha causa mediata
22332,2013S003598,No hi ha causa mediata
22333,2013S005567,No hi ha causa mediata
22334,2013S002524,No hi ha causa mediata
22335,2013S007697,No hi ha causa mediata
22336,2013S007477,No hi ha causa mediata
22337,2013S003708,No hi ha causa mediata
22338,2013S000310,No hi ha causa mediata
22339,2013S009187,No hi ha causa mediata
22340,2013S003583,No hi ha causa mediata
22341,2013S007332,No hi ha causa mediata
22342,2013S004106,No hi ha causa mediata
22343,2013S003248,No hi ha causa mediata
22344,2013S007552,No hi ha causa mediata
22345,2013S003318,No hi ha causa mediata
22346,2013S006313,Alcoholèmia
22347,2013S005602,No hi ha causa mediata
22348,2013S002239,No hi ha causa mediata
22349,2013S006180,No hi ha causa mediata
22350,2013S006104,Alcoholèmia
22351,2013S003205,No hi ha causa mediata
22352,2013S004070,No hi ha causa mediata
22353,2013S007863,No hi ha causa mediata
22354,2013S008803,No hi ha causa mediata
22355,2013S007278,No hi ha causa mediata
22356,2013S003528,No hi ha causa mediata
22357,2013S006243,No hi ha causa mediata
22358,2013S006479,No hi ha causa mediata
22359,2013S004072,No hi ha causa mediata
22360,2013S008020,No hi ha causa mediata
22361,2013S001944,No hi ha causa mediata
22362,2013S002221,No hi ha causa mediata
22363,2013S000164,No hi ha causa mediata
22364,2013S000572,No hi ha causa mediata
22365,2013S006636,No hi ha causa mediata
22366,2013S002071,No hi ha causa mediata
22367,2013S009084,No hi ha causa mediata
22368,2013S007864,No hi ha causa mediata
22369,2013S009329,No hi ha causa mediata
22370,2013S008702,Excés de velocitat o inadequada
22371,2013S008801,No hi ha causa mediata
22372,2013S003334,No hi ha causa mediata
22373,2013S009259,No hi ha causa mediata
22374,2013S003508,No hi ha causa mediata
22375,2013S002208,No hi ha causa mediata
22376,2013S009316,No hi ha causa mediata
22377,2013S009210,No hi ha causa mediata
22378,2013S002515,No hi ha causa mediata
22379,2013S005426,No hi ha causa mediata
22380,2013S001753,No hi ha causa mediata
22381,2013S000560,Alcoholèmia
22382,2013S005712,No hi ha causa mediata
22383,2013S000397,No hi ha causa mediata
22384,2013S000245,No hi ha causa mediata
22385,2013S000259,No hi ha causa mediata
22386,2013S009165,No hi ha causa mediata
22387,2013S001217,No hi ha causa mediata
22388,2013S008626,No hi ha causa mediata
22389,2013S001453,No hi ha causa mediata
22390,2013S000234,No hi ha causa mediata
22391,2013S004643,No hi ha causa mediata
22392,2013S001993,No hi ha causa mediata
22393,2013S001606,No hi ha causa mediata
22394,2013S008579,No hi ha causa mediata
22395,2013S008318,No hi ha causa mediata
22396,2013S002345,No hi ha causa mediata
22397,2013S002925,No hi ha causa mediata
22398,2013S006374,No hi ha causa mediata
22399,2013S006521,No hi ha causa mediata
22400,2013S007936,No hi ha causa mediata
22401,2013S001421,No hi ha causa mediata
22402,2013S001173,No hi ha causa mediata
22403,2013S006850,No hi ha causa mediata
22404,2013S003198,No hi ha causa mediata
22405,2013S000704,No hi ha causa mediata
22406,2013S000906,No hi ha causa mediata
22407,2013S001586,No hi ha causa mediata
22408,2013S007850,No hi ha causa mediata
22409,2013S006009,No hi ha causa mediata
22410,2013S000547,No hi ha causa mediata
22411,2013S002519,No hi ha causa mediata
22412,2013S007504,No hi ha causa mediata
22413,2013S000806,No hi ha causa mediata
22414,2013S005112,No hi ha causa mediata
22415,2013S003285,No hi ha causa mediata
22416,2013S007001,No hi ha causa mediata
22417,2013S008802,No hi ha causa mediata
22418,2013S007225,No hi ha causa mediata
22419,2013S008796,No hi ha causa mediata
22420,2013S002724,No hi ha causa mediata
22421,2013S001351,No hi ha causa mediata
22422,2013S008515,No hi ha causa mediata
22423,2013S003377,No hi ha causa mediata
22424,2013S005263,No hi ha causa mediata
22425,2013S007321,No hi ha causa mediata
22426,2013S007468,No hi ha causa mediata
22427,2013S000213,No hi ha causa mediata
22428,2013S005243,No hi ha causa mediata
22429,2013S008751,No hi ha causa mediata
22430,2013S005034,No hi ha causa mediata
22431,2013S000311,No hi ha causa mediata
22432,2013S008420,No hi ha causa mediata
22433,2013S004505,No hi ha causa mediata
22434,2013S009022,No hi ha causa mediata
22435,2013S008384,No hi ha causa mediata
22436,2013S005041,No hi ha causa mediata
22437,2013S002294,No hi ha causa mediata
22438,2013S002568,No hi ha causa mediata
22439,2013S005848,No hi ha causa mediata
22440,2013S006604,No hi ha causa mediata
22441,2013S002662,No hi ha causa mediata
22442,2013S001588,No hi ha causa mediata
22443,2013S003813,No hi ha causa mediata
22444,2013S005053,No hi ha causa mediata
22445,2013S007007,No hi ha causa mediata
22446,2013S004658,No hi ha causa mediata
22447,2013S003817,No hi ha causa mediata
22448,2013S006618,No hi ha causa mediata
22449,2013S007254,No hi ha causa mediata
22450,2013S003356,No hi ha causa mediata
22451,2013S002955,No hi ha causa mediata
22452,2013S001405,Alcoholèmia
22453,2013S008971,No hi ha causa mediata
22454,2013S004320,No hi ha causa mediata
22455,2013S008413,No hi ha causa mediata
22456,2013S004868,No hi ha causa mediata
22457,2013S006953,No hi ha causa mediata
22458,2013S004840,No hi ha causa mediata
22459,2013S006540,No hi ha causa mediata
22460,2013S007786,No hi ha causa mediata
22461,2013S004259,No hi ha causa mediata
22462,2013S002317,No hi ha causa mediata
22463,2013S008268,No hi ha causa mediata
22464,2013S001877,No hi ha causa mediata
22465,2013S005032,No hi ha causa mediata
22466,2013S008534,No hi ha causa mediata
22467,2013S008980,No hi ha causa mediata
22468,2013S007855,No hi ha causa mediata
22469,2013S001002,No hi ha causa mediata
22470,2013S004571,No hi ha causa mediata
22471,2013S004212,No hi ha causa mediata
22472,2013S001435,No hi ha causa mediata
22473,2013S005379,Calçada en mal estat
22474,2013S007096,No hi ha causa mediata
22475,2013S007217,No hi ha causa mediata
22476,2013S009181,No hi ha causa mediata
22477,2013S007966,No hi ha causa mediata
22478,2013S003867,No hi ha causa mediata
22479,2013S004509,Calçada en mal estat
22480,2013S008307,No hi ha causa mediata
22481,2013S005351,No hi ha causa mediata
22482,2013S005358,No hi ha causa mediata
22483,2013S000682,No hi ha causa mediata
22484,2013S000777,No hi ha causa mediata
22485,2013S005007,No hi ha causa mediata
22486,2013S001749,No hi ha causa mediata
22487,2013S001707,No hi ha causa mediata
22488,2013S000022,No hi ha causa mediata
22489,2013S003342,No hi ha causa mediata
22490,2013S005271,No hi ha causa mediata
22491,2013S005378,No hi ha causa mediata
22492,2013S005105,Excés de velocitat o inadequada
22493,2013S009069,No hi ha causa mediata
22494,2013S004831,No hi ha causa mediata
22495,2013S006725,No hi ha causa mediata
22496,2013S004944,No hi ha causa mediata
22497,2013S002600,No hi ha causa mediata
22498,2013S001414,No hi ha causa mediata
22499,2013S008819,No hi ha causa mediata
22500,2013S001454,No hi ha causa mediata
22501,2013S003811,No hi ha causa mediata
22502,2013S006427,No hi ha causa mediata
22503,2013S002301,No hi ha causa mediata
22504,2013S007120,No hi ha causa mediata
22505,2013S001455,No hi ha causa mediata
22506,2013S000568,No hi ha causa mediata
22507,2013S007918,No hi ha causa mediata
22508,2013S000205,No hi ha causa mediata
22509,2013S003671,No hi ha causa mediata
22510,2013S006465,Calçada en mal estat
22511,2013S007339,No hi ha causa mediata
22512,2013S009016,No hi ha causa mediata
22513,2013S001444,No hi ha causa mediata
22514,2013S002652,Alcoholèmia
22515,2013S001973,No hi ha causa mediata
22516,2013S000159,No hi ha causa mediata
22517,2013S000842,No hi ha causa mediata
22518,2013S002183,No hi ha causa mediata
22519,2013S003034,No hi ha causa mediata
22520,2013S003037,No hi ha causa mediata
22521,2013S000117,No hi ha causa mediata
22522,2013S005006,No hi ha causa mediata
22523,2013S004630,No hi ha causa mediata
22524,2013S003207,No hi ha causa mediata
22525,2013S000009,No hi ha causa mediata
22526,2013S001206,Alcoholèmia
22527,2013S004651,No hi ha causa mediata
22528,2013S005831,No hi ha causa mediata
22529,2013S007877,No hi ha causa mediata
22530,2013S003472,No hi ha causa mediata
22531,2013S000755,No hi ha causa mediata
22532,2013S005974,No hi ha causa mediata
22533,2013S009353,No hi ha causa mediata
22534,2013S003894,No hi ha causa mediata
22535,2013S007988,No hi ha causa mediata
22536,2013S008107,No hi ha causa mediata
22537,2013S006060,No hi ha causa mediata
22538,2013S001408,No hi ha causa mediata
22539,2013S006781,No hi ha causa mediata
22540,2013S006204,No hi ha causa mediata
22541,2013S000339,No hi ha causa mediata
22542,2013S005565,No hi ha causa mediata
22543,2013S001596,No hi ha causa mediata
22544,2013S007924,No hi ha causa mediata
22545,2013S004977,No hi ha causa mediata
22546,2013S009468,No hi ha causa mediata
22547,2013S005169,No hi ha causa mediata
22548,2013S004345,No hi ha causa mediata
22549,2013S006143,No hi ha causa mediata
22550,2013S003269,No hi ha causa mediata
22551,2013S006786,No hi ha causa mediata
22552,2013S005236,No hi ha causa mediata
22553,2013S008035,No hi ha causa mediata
22554,2013S002284,No hi ha causa mediata
22555,2013S003782,No hi ha causa mediata
22556,2013S008492,No hi ha causa mediata
22557,2013S006369,No hi ha causa mediata
22558,2013S006208,No hi ha causa mediata
22559,2013S009030,No hi ha causa mediata
22560,2013S005654,No hi ha causa mediata
22561,2013S006117,No hi ha causa mediata
22562,2013S003059,Alcoholèmia
22563,2013S002195,No hi ha causa mediata
22564,2013S009119,No hi ha causa mediata
22565,2013S005285,No hi ha causa mediata
22566,2013S003558,No hi ha causa mediata
22567,2013S005492,No hi ha causa mediata
22568,2013S003685,No hi ha causa mediata
22569,2013S009098,No hi ha causa mediata
22570,2013S001042,No hi ha causa mediata
22571,2013S004424,No hi ha causa mediata
22572,2013S003921,No hi ha causa mediata
22573,2013S002772,No hi ha causa mediata
22574,2013S004782,No hi ha causa mediata
22575,2013S005769,No hi ha causa mediata
22576,2013S003525,No hi ha causa mediata
22577,2013S006133,No hi ha causa mediata
22578,2013S003045,No hi ha causa mediata
22579,2013S005515,No hi ha causa mediata
22580,2013S003668,No hi ha causa mediata
22581,2013S001575,No hi ha causa mediata
22582,2013S001650,No hi ha causa mediata
22583,2013S003032,No hi ha causa mediata
22584,2013S009285,No hi ha causa mediata
22585,2013S007989,No hi ha causa mediata
22586,2013S004423,No hi ha causa mediata
22587,2013S003742,No hi ha causa mediata
22588,2013S006371,No hi ha causa mediata
22589,2013S003185,No hi ha causa mediata
22590,2013S009162,No hi ha causa mediata
22591,2013S009303,No hi ha causa mediata
22592,2013S000519,No hi ha causa mediata
22593,2013S005603,No hi ha causa mediata
22594,2013S001106,No hi ha causa mediata
22595,2013S007725,No hi ha causa mediata
22596,2013S000493,No hi ha causa mediata
22597,2013S004163,No hi ha causa mediata
22598,2013S005071,No hi ha causa mediata
22599,2013S008969,No hi ha causa mediata
22600,2013S007578,No hi ha causa mediata
22601,2013S001729,No hi ha causa mediata
22602,2013S007110,No hi ha causa mediata
22603,2013S008425,No hi ha causa mediata
22604,2013S000141,No hi ha causa mediata
22605,2013S008489,No hi ha causa mediata
22606,2013S008385,No hi ha causa mediata
22607,2013S006555,No hi ha causa mediata
22608,2013S005000,No hi ha causa mediata
22609,2013S001081,No hi ha causa mediata
22610,2013S009204,Alcoholèmia
22611,2013S000373,No hi ha causa mediata
22612,2013S008274,No hi ha causa mediata
22613,2013S008264,No hi ha causa mediata
22614,2013S001055,No hi ha causa mediata
22615,2013S000782,No hi ha causa mediata
22616,2013S000638,No hi ha causa mediata
22617,2013S008185,No hi ha causa mediata
22618,2013S001151,No hi ha causa mediata
22619,2013S009342,No hi ha causa mediata
22620,2013S005843,No hi ha causa mediata
22621,2013S007350,No hi ha causa mediata
22622,2013S002746,No hi ha causa mediata
22623,2013S004193,No hi ha causa mediata
22624,2013S007176,No hi ha causa mediata
22625,2013S000824,No hi ha causa mediata
22626,2013S002774,No hi ha causa mediata
22627,2013S007311,No hi ha causa mediata
22628,2013S002262,No hi ha causa mediata
22629,2013S000516,Excés de velocitat o inadequada
22630,2013S001207,No hi ha causa mediata
22631,2013S000979,No hi ha causa mediata
22632,2013S005614,No hi ha causa mediata
22633,2013S000981,No hi ha causa mediata
22634,2013S009336,No hi ha causa mediata
22635,2013S002168,No hi ha causa mediata
22636,2013S007494,No hi ha causa mediata
22637,2013S001090,No hi ha causa mediata
22638,2013S004056,No hi ha causa mediata
22639,2013S007846,No hi ha causa mediata
22640,2013S005476,No hi ha causa mediata
22641,2013S007218,No hi ha causa mediata
22642,2013S005033,No hi ha causa mediata
22643,2013S003981,No hi ha causa mediata
22644,2013S001250,No hi ha causa mediata
22645,2013S000057,No hi ha causa mediata
22646,2013S004538,No hi ha causa mediata
22647,2013S006275,No hi ha causa mediata
22648,2013S007214,No hi ha causa mediata
22649,2013S001472,Alcoholèmia
22650,2013S001472,Excés de velocitat o inadequada
22651,2013S007259,No hi ha causa mediata
22652,2013S009172,No hi ha causa mediata
22653,2013S005669,Excés de velocitat o inadequada
22654,2013S003204,No hi ha causa mediata
22655,2013S007638,No hi ha causa mediata
22656,2013S000778,No hi ha causa mediata
22657,2013S000820,No hi ha causa mediata
22658,2013S002918,No hi ha causa mediata
22659,2013S007634,No hi ha causa mediata
22660,2013S001878,No hi ha causa mediata
22661,2013S003560,No hi ha causa mediata
22662,2013S002891,No hi ha causa mediata
22663,2013S004968,No hi ha causa mediata
22664,2013S000007,No hi ha causa mediata
22665,2013S002065,No hi ha causa mediata
22666,2013S002671,No hi ha causa mediata
